H_boundary,start_M,known_n,hidden_k,cert_base,L_min,L_offset,L_cert,decimal_digits_used_for_cert,prefix_preview,true_hidden,true_full_preview,q_cell_C_digits,decimal_range_width,prefix_condition_range_width,candidate_count_after_prefix,recovered_hidden,success,ambiguous,Amin_minus_prefix_low,Amax_minus_prefix_low,candidate_low_minus_prefix_low,candidate_high_minus_prefix_low
484351,484251,100,10,2,366,1,367,171,608907655734436344801490488298,3571898164,09554244912267385285...14904882983571898164,110,2,10000000000,2,,False,True,3571898163,3571898164,3571898163,3571898164
485607,485507,100,10,2,366,1,367,171,926656176868862932116256560500,8454294559,99851692200508139102...62565605008454294559,111,2,10000000000,2,,False,True,8454294558,8454294559,8454294558,8454294559
500000,499900,100,10,2,366,1,367,171,193325290740424876025138195242,6973910175,53416523703165307043...51381952426973910175,111,1,10000000000,1,6973910175,True,False,6973910175,6973910175,6973910175,6973910175
510642,510542,100,10,2,366,1,367,171,408356160399848851377292303432,3530097939,32783932847926470562...72923034323530097939,110,1,10000000000,1,3530097939,True,False,3530097939,3530097939,3530097939,3530097939
528676,528576,100,10,2,366,1,367,171,868188531550715521356754582486,2107453652,94216675674857856141...67545824862107453652,111,2,10000000000,2,,False,True,2107453652,2107453653,2107453652,2107453653
534982,534882,100,10,2,366,1,367,171,558897521380576361590214842158,3350868717,60343284213467493632...02148421583350868717,111,1,10000000000,1,3350868717,True,False,3350868717,3350868717,3350868717,3350868717
553096,552996,100,10,2,366,1,367,171,053463660636396370508400603225,9444236806,11573256811536605504...84006032259444236806,110,1,10000000000,1,9444236806,True,False,9444236806,9444236806,9444236806,9444236806
557826,557726,100,10,2,366,1,367,171,088239346961329546058235596168,8596144385,92326469347606735917...82355961688596144385,111,1,10000000000,1,8596144385,True,False,8596144385,8596144385,8596144385,8596144385
558499,558399,100,10,2,366,1,367,171,687382883091817168865047464734,2006016159,15811333830478324658...50474647342006016159,110,1,10000000000,1,2006016159,True,False,2006016159,2006016159,2006016159,2006016159
559377,559277,100,10,2,366,1,367,171,319090947564277462823464504961,8558957186,94725860193048018878...34645049618558957186,111,1,10000000000,1,8558957186,True,False,8558957186,8558957186,8558957186,8558957186
575596,575496,100,10,2,366,1,367,171,164285764558538815095998654259,9611112126,36058350652163718143...59986542599611112126,111,1,10000000000,1,9611112126,True,False,9611112126,9611112126,9611112126,9611112126
581971,581871,100,10,2,366,1,367,171,691796392094089540494967577669,1668312826,51864402703207009413...49675776691668312826,111,2,10000000000,2,,False,True,1668312825,1668312826,1668312825,1668312826
593623,593523,100,10,2,366,1,367,171,655682803999261459692054638058,7713649031,25388857260584924330...20546380587713649031,110,1,10000000000,1,7713649031,True,False,7713649031,7713649031,7713649031,7713649031
602561,602461,100,10,2,366,1,367,171,358307724451600378609737374314,7217940264,57385900654837580715...97373743147217940264,111,2,10000000000,2,,False,True,7217940264,7217940265,7217940264,7217940265
612340,612240,100,10,2,366,1,367,171,651431942095955160726127413535,9833191841,62748941760376029752...61274135359833191841,111,1,10000000000,1,9833191841,True,False,9833191841,9833191841,9833191841,9833191841
663869,663769,100,10,2,366,1,367,171,342319019174724659837227207421,0855769543,01071948228998960737...72272074210855769543,109,1,10000000000,1,0855769543,True,False,855769543,855769543,855769543,855769543
685174,685074,100,10,2,366,1,367,171,821898843327591528070953988212,6839893642,14244283917159614658...09539882126839893642,110,1,10000000000,1,6839893642,True,False,6839893642,6839893642,6839893642,6839893642
692847,692747,100,10,2,366,1,367,171,511564310976617009500805367466,2921490319,16726617845496108737...08053674662921490319,110,1,10000000000,1,2921490319,True,False,2921490319,2921490319,2921490319,2921490319
693985,693885,100,10,2,366,1,367,171,319317228940480334599855226410,8929822154,72305221317126050716...98552264108929822154,111,1,10000000000,1,8929822154,True,False,8929822154,8929822154,8929822154,8929822154
717287,717187,100,10,2,366,1,367,171,185104828834584759112985991132,6180631166,28823924065637743898...29859911326180631166,110,1,10000000000,1,6180631166,True,False,6180631166,6180631166,6180631166,6180631166
773499,773399,100,10,2,366,1,367,171,283554972399990954386747911904,1206409581,06885817458272106636...67479119041206409581,110,1,10000000000,1,1206409581,True,False,1206409581,1206409581,1206409581,1206409581
789330,789230,100,10,2,366,1,367,171,481349699003368236635925882060,1075142130,16326193267872577312...59258820601075142130,110,1,10000000000,1,1075142130,True,False,1075142130,1075142130,1075142130,1075142130
800930,800830,100,10,2,366,1,367,171,815754559688069426018001303557,8554702715,05616616081542952178...80013035578554702715,110,2,10000000000,2,,False,True,8554702715,8554702716,8554702715,8554702716
812721,812621,100,10,2,366,1,367,171,555547099528058650927489148560,6150149058,63808915891141510626...74891485606150149058,111,1,10000000000,1,6150149058,True,False,6150149058,6150149058,6150149058,6150149058
818959,818859,100,10,2,366,1,367,171,384377391003701560450854244171,8294622323,72003405068433161951...08542441718294622323,111,2,10000000000,2,,False,True,8294622322,8294622323,8294622322,8294622323
827885,827785,100,10,2,366,1,367,171,720299367123678763451986595708,0118747717,78648629596772359938...19865957080118747717,111,2,10000000000,2,,False,True,118747717,118747718,118747717,118747718
843333,843233,100,10,2,366,1,367,171,240434415604684960365223220703,9181979547,78678223829515530144...52232207039181979547,111,1,10000000000,1,9181979547,True,False,9181979547,9181979547,9181979547,9181979547
857856,857756,100,10,2,366,1,367,171,699910797483860730938322241856,5543650497,10490498891712468573...83222418565543650497,110,1,10000000000,1,5543650497,True,False,5543650497,5543650497,5543650497,5543650497
880118,880018,100,10,2,366,1,367,171,583284264334984211990679033276,9950618788,53875844710075645587...06790332769950618788,111,1,10000000000,1,9950618788,True,False,9950618788,9950618788,9950618788,9950618788
880603,880503,100,10,2,366,1,367,171,045942224722408579545248996614,9963129567,40421022870695803169...52489966149963129567,111,1,10000000000,1,9963129567,True,False,9963129567,9963129567,9963129567,9963129567
892202,892102,100,10,2,366,1,367,171,957739544589473799649939650197,3180187582,63318790725616930815...99396501973180187582,111,1,10000000000,1,3180187582,True,False,3180187582,3180187582,3180187582,3180187582
892348,892248,100,10,2,366,1,367,171,175145832906568124019088806520,5921445972,06058943439705724396...90888065205921445972,110,2,10000000000,2,,False,True,5921445971,5921445972,5921445971,5921445972
904484,904384,100,10,2,366,1,367,171,003230917231449065960183944335,7324679947,91561217866471781343...01839443357324679947,111,2,10000000000,2,,False,True,7324679946,7324679947,7324679946,7324679947
959903,959803,100,10,2,366,1,367,171,965669379924358729329116688498,3936420697,12292940803068422036...91166884983936420697,110,2,10000000000,2,,False,True,3936420697,3936420698,3936420697,3936420698
967701,967601,100,10,2,366,1,367,171,393544273709938641506048173133,8107605825,63149831353947601099...60481731338107605825,111,1,10000000000,1,8107605825,True,False,8107605825,8107605825,8107605825,8107605825
1000000,999900,100,10,2,366,1,367,171,996346460422090106105779458151,3092756283,03156140333212728491...57794581513092756283,109,1,10000000000,1,3092756283,True,False,3092756283,3092756283,3092756283,3092756283
1040638,1040538,100,10,2,366,1,367,171,602919153834489079644615711200,1822217342,74786681031630253844...46157112001822217342,111,1,10000000000,1,1822217342,True,False,1822217342,1822217342,1822217342,1822217342
1050753,1050653,100,10,2,366,1,367,171,765297983874266253555728527755,4802321863,70027268738988850093...57285277554802321863,111,2,10000000000,2,,False,True,4802321863,4802321864,4802321863,4802321864
1054449,1054349,100,10,2,366,1,367,171,816211423182073703190901617186,1098497671,30191205330560320788...09016171861098497671,110,1,10000000000,1,1098497671,True,False,1098497671,1098497671,1098497671,1098497671
1066238,1066138,100,10,2,366,1,367,171,870975745856207795103855683781,0737304860,58184510673399867614...38556837810737304860,111,2,10000000000,2,,False,True,737304859,737304860,737304859,737304860
1073025,1072925,100,10,2,366,1,367,171,126061364416969195564379212364,1183078867,47587072499814094666...43792123641183078867,111,2,10000000000,2,,False,True,1183078867,1183078868,1183078867,1183078868
1087990,1087890,100,10,2,366,1,367,171,447601478042451589123253078872,9150464158,94397264387816193888...32530788729150464158,111,1,10000000000,1,9150464158,True,False,9150464158,9150464158,9150464158,9150464158
1115629,1115529,100,10,2,366,1,367,171,468886247167287846197413253229,7375429526,01454422620859497457...74132532297375429526,109,1,10000000000,1,7375429526,True,False,7375429526,7375429526,7375429526,7375429526
1126103,1126003,100,10,2,366,1,367,171,125098254104681960641879262193,8034243129,41378170518160474697...18792621938034243129,111,2,10000000000,2,,False,True,8034243129,8034243130,8034243129,8034243130
1147756,1147656,100,10,2,366,1,367,171,370388247159817963693475756171,6567127075,61756698818256920224...34757561716567127075,111,2,10000000000,2,,False,True,6567127074,6567127075,6567127074,6567127075
1157754,1157654,100,10,2,366,1,367,171,386509777391167153832201552178,5674676097,92569872966654485709...22015521785674676097,111,1,10000000000,1,5674676097,True,False,5674676097,5674676097,5674676097,5674676097
1163818,1163718,100,10,2,366,1,367,171,713009060289707249828453512200,9184085285,09632771927478840729...84535122009184085285,110,2,10000000000,2,,False,True,9184085284,9184085285,9184085284,9184085285
1209529,1209429,100,10,2,366,1,367,171,820808065164308513057539071480,8125198197,69559023859598888271...75390714808125198197,111,1,10000000000,1,8125198197,True,False,8125198197,8125198197,8125198197,8125198197
1304006,1303906,100,10,2,366,1,367,171,937726997501146562752347147257,5208651081,16730827382393093549...23471472575208651081,110,2,10000000000,2,,False,True,5208651081,5208651082,5208651081,5208651082
1341736,1341636,100,10,2,366,1,367,171,517012397095488923922618979244,6899101425,77662106553722776963...26189792446899101425,111,2,10000000000,2,,False,True,6899101424,6899101425,6899101424,6899101425
1348788,1348688,100,10,2,366,1,367,171,161193241010581644940662368625,6056534487,12822950643105366816...06623686256056534487,110,1,10000000000,1,6056534487,True,False,6056534487,6056534487,6056534487,6056534487
1356556,1356456,100,10,2,366,1,367,171,827045346159517070858114277830,7651465791,37449642375567021833...81142778307651465791,111,1,10000000000,1,7651465791,True,False,7651465791,7651465791,7651465791,7651465791
1396940,1396840,100,10,2,366,1,367,171,066490778751753866228503839850,1265932087,19565476212738062612...85038398501265932087,110,2,10000000000,2,,False,True,1265932086,1265932087,1265932086,1265932087
1412239,1412139,100,10,2,366,1,367,171,117189027244940647588352476752,0556095206,55822084705021116971...83524767520556095206,111,1,10000000000,1,0556095206,True,False,556095206,556095206,556095206,556095206
1430894,1430794,100,10,2,366,1,367,171,171626714866090941406006857538,6769712609,47176801040011515229...60068575386769712609,111,1,10000000000,1,6769712609,True,False,6769712609,6769712609,6769712609,6769712609
1445909,1445809,100,10,2,366,1,367,171,844792035659926636374099719436,3678140232,06336584083493730349...40997194363678140232,110,1,10000000000,1,3678140232,True,False,3678140232,3678140232,3678140232,3678140232
1446751,1446651,100,10,2,366,1,367,171,578125630560368595337897722005,9274225679,85218935539854243460...78977220059274225679,111,1,10000000000,1,9274225679,True,False,9274225679,9274225679,9274225679,9274225679
1468610,1468510,100,10,2,366,1,367,171,438973711724940863265184149584,7226085758,32106108303493213747...51841495847226085758,110,2,10000000000,2,,False,True,7226085757,7226085758,7226085757,7226085758
1468705,1468605,100,10,2,366,1,367,171,896523168579460538213641579407,7905844341,49584722608575809276...36415794077905844341,111,2,10000000000,2,,False,True,7905844341,7905844342,7905844341,7905844342
1477909,1477809,100,10,2,366,1,367,171,725694330277252806146898876906,0862599987,52561852192471851274...68988769060862599987,111,1,10000000000,1,0862599987,True,False,862599987,862599987,862599987,862599987
1488257,1488157,100,10,2,366,1,367,171,707541587478873646401654505082,0930729083,83200859576215869142...16545050820930729083,111,2,10000000000,2,,False,True,930729082,930729083,930729082,930729083
1500000,1499900,100,10,2,366,1,367,171,794715117319607737991914462295,2443520595,12975442171058259092...19144622952443520595,110,2,10000000000,2,,False,True,2443520594,2443520595,2443520594,2443520595
1551839,1551739,100,10,2,366,1,367,171,265697941996373019859275553374,7652068192,15079658902294996386...92755533747652068192,110,1,10000000000,1,7652068192,True,False,7652068192,7652068192,7652068192,7652068192
1596235,1596135,100,10,2,366,1,367,171,372647468444051827821891124710,4883800477,28087205485873903209...18911247104883800477,110,2,10000000000,2,,False,True,4883800477,4883800478,4883800477,4883800478
1598832,1598732,100,10,2,366,1,367,171,906187498720783156532379928631,5415212196,29428349902513370566...23799286315415212196,110,1,10000000000,1,5415212196,True,False,5415212196,5415212196,5415212196,5415212196
1606966,1606866,100,10,2,366,1,367,171,331408545464600965124140149923,8880995510,90659049539399029815...41401499238880995510,111,1,10000000000,1,8880995510,True,False,8880995510,8880995510,8880995510,8880995510
1608089,1607989,100,10,2,366,1,367,171,412298639874239459957921065835,7617024652,06433851165885260513...79210658357617024652,110,1,10000000000,1,7617024652,True,False,7617024652,7617024652,7617024652,7617024652
1610213,1610113,100,10,2,366,1,367,171,840676938370527929620527899958,4363556140,91569623341114777525...05278999584363556140,111,1,10000000000,1,4363556140,True,False,4363556140,4363556140,4363556140,4363556140
1625435,1625335,100,10,2,366,1,367,171,798804992789475784238370571738,5123054677,03423351718452134576...83705717385123054677,110,1,10000000000,1,5123054677,True,False,5123054677,5123054677,5123054677,5123054677
1684039,1683939,100,10,2,366,1,367,171,852477959372044797523336188705,0995527658,27654267749218341588...33361887050995527658,110,1,10000000000,1,0995527658,True,False,995527658,995527658,995527658,995527658
1684398,1684298,100,10,2,366,1,367,171,772020671298766747809619699508,0178765994,20208481911719081166...96196995080178765994,110,2,10000000000,2,,False,True,178765994,178765995,178765994,178765995
1728416,1728316,100,10,2,366,1,367,171,999729176179301832402252844187,5999521705,51597708341973169486...22528441875999521705,111,2,10000000000,2,,False,True,5999521705,5999521706,5999521705,5999521706
1745941,1745841,100,10,2,366,1,367,171,706527049797708300745929252280,3248698088,22162217406469988447...59292522803248698088,110,1,10000000000,1,3248698088,True,False,3248698088,3248698088,3248698088,3248698088
1754761,1754661,100,10,2,366,1,367,171,065327984725464447960433491335,0912982647,28480254347804630061...04334913350912982647,110,2,10000000000,2,,False,True,912982646,912982647,912982646,912982647
1783050,1782950,100,10,2,366,1,367,171,254307835200240208629385672231,8393669810,20488915881922481887...93856722318393669810,110,1,10000000000,1,8393669810,True,False,8393669810,8393669810,8393669810,8393669810
1811447,1811347,100,10,2,366,1,367,171,929292245797167652375540617011,8006924289,57279609143527490756...55406170118006924289,111,1,10000000000,1,8006924289,True,False,8006924289,8006924289,8006924289,8006924289
1815389,1815289,100,10,2,366,1,367,171,901797729584824489716294531929,5581954770,75067409430396242470...62945319295581954770,111,1,10000000000,1,5581954770,True,False,5581954770,5581954770,5581954770,5581954770
1820147,1820047,100,10,2,366,1,367,171,234712316028860904374392869504,4533905929,68746173569033706693...43928695044533905929,111,2,10000000000,2,,False,True,4533905928,4533905929,4533905928,4533905929
1843537,1843437,100,10,2,366,1,367,171,714340305270451545819145319651,4046513209,03469116075174888778...91453196514046513209,110,2,10000000000,2,,False,True,4046513208,4046513209,4046513208,4046513209
1848479,1848379,100,10,2,366,1,367,171,771890083405436321326502790870,1367001379,90629654435176514504...65027908701367001379,111,1,10000000000,1,1367001379,True,False,1367001379,1367001379,1367001379,1367001379
1855701,1855601,100,10,2,366,1,367,171,939962781242682760502085146310,5732438632,26734194081970681963...20851463105732438632,110,1,10000000000,1,5732438632,True,False,5732438632,5732438632,5732438632,5732438632
1859291,1859191,100,10,2,366,1,367,171,187824677640649221356245101157,9003562017,50112726556753302539...62451011579003562017,111,1,10000000000,1,9003562017,True,False,9003562017,9003562017,9003562017,9003562017
1881449,1881349,100,10,2,366,1,367,171,174500184610907852942425397985,0638357454,27902938479799335646...24253979850638357454,110,1,10000000000,1,0638357454,True,False,638357454,638357454,638357454,638357454
1897638,1897538,100,10,2,366,1,367,171,046976751436639707383918942564,2098461678,33461526016645163203...39189425642098461678,111,1,10000000000,1,2098461678,True,False,2098461678,2098461678,2098461678,2098461678
1901647,1901547,100,10,2,366,1,367,171,556188494378696802858033949971,9412327937,24483407544642630603...80339499719412327937,110,2,10000000000,2,,False,True,9412327936,9412327937,9412327936,9412327937
1913257,1913157,100,10,2,366,1,367,171,139715536863282691525832959983,7034353980,90568875332564785263...58329599837034353980,111,2,10000000000,2,,False,True,7034353979,7034353980,7034353979,7034353980
1943552,1943452,100,10,2,366,1,367,171,755495440214995589398703608787,2382267160,31561443218191407790...87036087872382267160,110,2,10000000000,2,,False,True,2382267160,2382267161,2382267160,2382267161
1956221,1956121,100,10,2,366,1,367,171,008069054870351739777066256500,2788040473,79143155023175407878...70662565002788040473,111,1,10000000000,1,2788040473,True,False,2788040473,2788040473,2788040473,2788040473
1984535,1984435,100,10,2,366,1,367,171,056331069486623609543505565751,2165149437,11725622360716426397...35055657512165149437,110,2,10000000000,2,,False,True,2165149436,2165149437,2165149436,2165149437
1988383,1988283,100,10,2,366,1,367,171,237278546852170162806747599491,3914993704,18445356995453150082...67475994913914993704,110,2,10000000000,2,,False,True,3914993704,3914993705,3914993704,3914993705
10000,9900,100,10,2,366,2,368,171,959688159205600101655256375678,5667227966,26456001623742880210...52563756785667227966,111,1,10000000000,1,5667227966,True,False,5667227966,5667227966,5667227966,5667227966
12953,12853,100,10,2,366,2,368,171,210259417375623899420757136275,1674573189,54522268126887268445...07571362751674573189,111,1,10000000000,1,1674573189,True,False,1674573189,1674573189,1674573189,1674573189
13584,13484,100,10,2,366,2,368,171,669134522244470804592396602817,1565515656,64294026682973865220...23966028171565515656,111,1,10000000000,1,1565515656,True,False,1565515656,1565515656,1565515656,1565515656
21165,21065,100,10,2,366,2,368,171,177601733073855475800605601433,7743299012,35955402864405902496...06056014337743299012,111,1,10000000000,1,7743299012,True,False,7743299012,7743299012,7743299012,7743299012
23743,23643,100,10,2,366,2,368,171,875571049729011487171897180046,9616977700,23103935786068961112...18971800469616977700,111,1,10000000000,1,9616977700,True,False,9616977700,9616977700,9616977700,9616977700
37545,37445,100,10,2,366,2,368,171,956119201229888988700607999279,5411188269,50553918991151335252...06079992795411188269,111,2,10000000000,2,,False,True,5411188268,5411188269,5411188268,5411188269
39151,39051,100,10,2,366,2,368,171,044880834261845208730530973189,4929164253,53442317322646378476...05309731894929164253,111,1,10000000000,1,4929164253,True,False,4929164253,4929164253,4929164253,4929164253
43845,43745,100,10,2,366,2,368,171,644604170520447004631513797543,1737187756,91567477566676051087...15137975431737187756,111,2,10000000000,2,,False,True,1737187755,1737187756,1737187755,1737187756
50000,49900,100,10,2,366,2,368,171,112718106910522900246574236041,3009369188,15840522953693749971...65742360413009369188,110,2,10000000000,2,,False,True,3009369188,3009369189,3009369188,3009369189
55747,55647,100,10,2,366,2,368,171,119734709402357457222271212526,8523842958,98976293353258555756...22712125268523842958,111,1,10000000000,1,8523842958,True,False,8523842958,8523842958,8523842958,8523842958
86388,86288,100,10,2,366,2,368,171,010286065785859126997463766174,1463934159,58161346901806965089...74637661741463934159,111,1,10000000000,1,1463934159,True,False,1463934159,1463934159,1463934159,1463934159
93608,93508,100,10,2,366,2,368,171,352228334301379533729540162576,2322808113,15613869236344335855...95401625762322808113,110,1,10000000000,1,2322808113,True,False,2322808113,2322808113,2322808113,2322808113
100000,99900,100,10,2,366,2,368,171,712790913767420805655493624646,4126002437,85750163634113146275...54936246464126002437,111,2,10000000000,2,,False,True,4126002437,4126002438,4126002437,4126002438
107517,107417,100,10,2,366,2,368,171,448993947541474608339918696889,2711569423,94867801346182178759...99186968892711569423,111,1,10000000000,1,2711569423,True,False,2711569423,2711569423,2711569423,2711569423
120851,120751,100,10,2,366,2,368,171,779565892055456243429798279413,4891756382,85808831241242882876...97982794134891756382,111,1,10000000000,1,4891756382,True,False,4891756382,4891756382,4891756382,4891756382
151892,151792,100,10,2,366,2,368,171,240198813494984438436763827041,1742100369,75320978326529216825...67638270411742100369,111,1,10000000000,1,1742100369,True,False,1742100369,1742100369,1742100369,1742100369
191297,191197,100,10,2,366,2,368,171,620117181006104722585841850028,6341562115,03332647089156195552...58418500286341562115,110,1,10000000000,1,6341562115,True,False,6341562115,6341562115,6341562115,6341562115
198273,198173,100,10,2,366,2,368,171,974450829108449142753286512578,8432014337,32143131056511403216...32865125788432014337,111,1,10000000000,1,8432014337,True,False,8432014337,8432014337,8432014337,8432014337
212329,212229,100,10,2,366,2,368,171,775066750394884663677721467921,1218536122,17080824301691666177...77214679211218536122,111,1,10000000000,1,1218536122,True,False,1218536122,1218536122,1218536122,1218536122
251839,251739,100,10,2,366,2,368,171,546447861792435817101125518513,1787177450,79034541053250205495...11255185131787177450,111,1,10000000000,1,1787177450,True,False,1787177450,1787177450,1787177450,1787177450
257948,257848,100,10,2,366,2,368,171,075908103313306591475749539436,5387018430,33941172086135358840...57495394365387018430,111,1,10000000000,1,5387018430,True,False,5387018430,5387018430,5387018430,5387018430
266404,266304,100,10,2,366,2,368,171,725499842854841956681924545197,4709306142,81381010666734245915...19245451974709306142,111,1,10000000000,1,4709306142,True,False,4709306142,4709306142,4709306142,4709306142
277982,277882,100,10,2,366,2,368,171,801563037304690809309792735365,8564913574,60126745615131039107...97927353658564913574,111,1,10000000000,1,8564913574,True,False,8564913574,8564913574,8564913574,8564913574
279609,279509,100,10,2,366,2,368,171,782724332922702482645480284999,8567554945,52012125037797657263...54802849998567554945,111,1,10000000000,1,8567554945,True,False,8567554945,8567554945,8567554945,8567554945
285642,285542,100,10,2,366,2,368,171,151575005988399640141880497306,9975506691,66448079048426771915...18804973069975506691,111,2,10000000000,2,,False,True,9975506690,9975506691,9975506690,9975506691
308991,308891,100,10,2,366,2,368,171,900315217552148825260347141601,8195384541,29626859818060293772...03471416018195384541,111,1,10000000000,1,8195384541,True,False,8195384541,8195384541,8195384541,8195384541
315630,315530,100,10,2,366,2,368,171,738166616867800483272929905942,8102968161,63574028799401356921...29299059428102968161,111,1,10000000000,1,8102968161,True,False,8102968161,8102968161,8102968161,8102968161
336216,336116,100,10,2,366,2,368,171,498866876544103827053374089892,1040368677,35968762159670812495...33740898921040368677,111,1,10000000000,1,1040368677,True,False,1040368677,1040368677,1040368677,1040368677
367990,367890,100,10,2,366,2,368,171,164356596853145826507561070572,4702998374,24749169464666678961...75610705724702998374,111,1,10000000000,1,4702998374,True,False,4702998374,4702998374,4702998374,4702998374
385566,385466,100,10,2,366,2,368,171,761100283487432190524333293992,8094883906,31840478469364290251...43332939928094883906,111,1,10000000000,1,8094883906,True,False,8094883906,8094883906,8094883906,8094883906
403299,403199,100,10,2,366,2,368,171,401425042106378331650979093472,5949942661,14811927779674839102...09790934725949942661,110,1,10000000000,1,5949942661,True,False,5949942661,5949942661,5949942661,5949942661
447395,447295,100,10,2,366,2,368,171,394961386871671776305654609188,5655184434,25836760077390083656...56546091885655184434,111,1,10000000000,1,5655184434,True,False,5655184434,5655184434,5655184434,5655184434
447593,447493,100,10,2,366,2,368,171,430948667539415116316766582814,0370086686,24647793088265423574...67665828140370086686,111,1,10000000000,1,0370086686,True,False,370086686,370086686,370086686,370086686
460484,460384,100,10,2,366,2,368,171,764537402218188411874481338287,9471964454,47009098986271677224...44813382879471964454,111,1,10000000000,1,9471964454,True,False,9471964454,9471964454,9471964454,9471964454
465533,465433,100,10,2,366,2,368,171,844886149827139560795729139057,9008646612,52008268900378635478...57291390579008646612,111,2,10000000000,2,,False,True,9008646612,9008646613,9008646612,9008646613
475202,475102,100,10,2,366,2,368,171,858568197468429290417067166141,3318850438,93039583740097385870...70671661413318850438,111,1,10000000000,1,3318850438,True,False,3318850438,3318850438,3318850438,3318850438
484351,484251,100,10,2,366,2,368,171,608907655734436344801490488298,3571898164,09554244912267385285...14904882983571898164,110,1,10000000000,1,3571898164,True,False,3571898164,3571898164,3571898164,3571898164
485607,485507,100,10,2,366,2,368,171,926656176868862932116256560500,8454294559,99851692200508139102...62565605008454294559,111,2,10000000000,2,,False,True,8454294558,8454294559,8454294558,8454294559
500000,499900,100,10,2,366,2,368,171,193325290740424876025138195242,6973910175,53416523703165307043...51381952426973910175,111,1,10000000000,1,6973910175,True,False,6973910175,6973910175,6973910175,6973910175
510642,510542,100,10,2,366,2,368,171,408356160399848851377292303432,3530097939,32783932847926470562...72923034323530097939,111,1,10000000000,1,3530097939,True,False,3530097939,3530097939,3530097939,3530097939
528676,528576,100,10,2,366,2,368,171,868188531550715521356754582486,2107453652,94216675674857856141...67545824862107453652,111,1,10000000000,1,2107453652,True,False,2107453652,2107453652,2107453652,2107453652
534982,534882,100,10,2,366,2,368,171,558897521380576361590214842158,3350868717,60343284213467493632...02148421583350868717,111,1,10000000000,1,3350868717,True,False,3350868717,3350868717,3350868717,3350868717
553096,552996,100,10,2,366,2,368,171,053463660636396370508400603225,9444236806,11573256811536605504...84006032259444236806,110,1,10000000000,1,9444236806,True,False,9444236806,9444236806,9444236806,9444236806
557826,557726,100,10,2,366,2,368,171,088239346961329546058235596168,8596144385,92326469347606735917...82355961688596144385,111,1,10000000000,1,8596144385,True,False,8596144385,8596144385,8596144385,8596144385
558499,558399,100,10,2,366,2,368,171,687382883091817168865047464734,2006016159,15811333830478324658...50474647342006016159,110,1,10000000000,1,2006016159,True,False,2006016159,2006016159,2006016159,2006016159
559377,559277,100,10,2,366,2,368,171,319090947564277462823464504961,8558957186,94725860193048018878...34645049618558957186,111,1,10000000000,1,8558957186,True,False,8558957186,8558957186,8558957186,8558957186
575596,575496,100,10,2,366,2,368,171,164285764558538815095998654259,9611112126,36058350652163718143...59986542599611112126,111,1,10000000000,1,9611112126,True,False,9611112126,9611112126,9611112126,9611112126
581971,581871,100,10,2,366,2,368,171,691796392094089540494967577669,1668312826,51864402703207009413...49675776691668312826,111,1,10000000000,1,1668312826,True,False,1668312826,1668312826,1668312826,1668312826
593623,593523,100,10,2,366,2,368,171,655682803999261459692054638058,7713649031,25388857260584924330...20546380587713649031,111,1,10000000000,1,7713649031,True,False,7713649031,7713649031,7713649031,7713649031
602561,602461,100,10,2,366,2,368,171,358307724451600378609737374314,7217940264,57385900654837580715...97373743147217940264,111,2,10000000000,2,,False,True,7217940264,7217940265,7217940264,7217940265
612340,612240,100,10,2,366,2,368,171,651431942095955160726127413535,9833191841,62748941760376029752...61274135359833191841,111,1,10000000000,1,9833191841,True,False,9833191841,9833191841,9833191841,9833191841
663869,663769,100,10,2,366,2,368,171,342319019174724659837227207421,0855769543,01071948228998960737...72272074210855769543,109,1,10000000000,1,0855769543,True,False,855769543,855769543,855769543,855769543
685174,685074,100,10,2,366,2,368,171,821898843327591528070953988212,6839893642,14244283917159614658...09539882126839893642,110,1,10000000000,1,6839893642,True,False,6839893642,6839893642,6839893642,6839893642
692847,692747,100,10,2,366,2,368,171,511564310976617009500805367466,2921490319,16726617845496108737...08053674662921490319,111,1,10000000000,1,2921490319,True,False,2921490319,2921490319,2921490319,2921490319
693985,693885,100,10,2,366,2,368,171,319317228940480334599855226410,8929822154,72305221317126050716...98552264108929822154,111,1,10000000000,1,8929822154,True,False,8929822154,8929822154,8929822154,8929822154
717287,717187,100,10,2,366,2,368,171,185104828834584759112985991132,6180631166,28823924065637743898...29859911326180631166,111,1,10000000000,1,6180631166,True,False,6180631166,6180631166,6180631166,6180631166
773499,773399,100,10,2,366,2,368,171,283554972399990954386747911904,1206409581,06885817458272106636...67479119041206409581,110,1,10000000000,1,1206409581,True,False,1206409581,1206409581,1206409581,1206409581
789330,789230,100,10,2,366,2,368,171,481349699003368236635925882060,1075142130,16326193267872577312...59258820601075142130,110,1,10000000000,1,1075142130,True,False,1075142130,1075142130,1075142130,1075142130
800930,800830,100,10,2,366,2,368,171,815754559688069426018001303557,8554702715,05616616081542952178...80013035578554702715,110,2,10000000000,2,,False,True,8554702715,8554702716,8554702715,8554702716
812721,812621,100,10,2,366,2,368,171,555547099528058650927489148560,6150149058,63808915891141510626...74891485606150149058,111,1,10000000000,1,6150149058,True,False,6150149058,6150149058,6150149058,6150149058
818959,818859,100,10,2,366,2,368,171,384377391003701560450854244171,8294622323,72003405068433161951...08542441718294622323,111,2,10000000000,2,,False,True,8294622322,8294622323,8294622322,8294622323
